ProductKey,Product,Standard Cost,Color,Subcategory,Category,Background Color Format,Font Color Format,Category Key,Subcategory Key,Category ID,Subcategory ID
456,"Women's Tights, S",30.93,Black,Tights,Clothing,#000000,#FFFFFF,CLO,TIG,4,8
457,"Women's Tights, M",30.93,Black,Tights,Clothing,#000000,#FFFFFF,CLO,TIG,4,8
458,"Women's Tights, L",30.93,Black,Tights,Clothing,#000000,#FFFFFF,CLO,TIG,4,8
462,"Half-Finger Gloves, S",9.71,Black,Gloves,Clothing,#000000,#FFFFFF,CLO,GLO,4,9
463,"Half-Finger Gloves, S",9.16,Black,Gloves,Clothing,#000000,#FFFFFF,CLO,GLO,4,9
464,"Half-Finger Gloves, M",9.71,Black,Gloves,Clothing,#000000,#FFFFFF,CLO,GLO,4,9
465,"Half-Finger Gloves, M",9.16,Black,Gloves,Clothing,#000000,#FFFFFF,CLO,GLO,4,9
466,"Half-Finger Gloves, L",9.71,Black,Gloves,Clothing,#000000,#FFFFFF,CLO,GLO,4,9
467,"Half-Finger Gloves, L",9.16,Black,Gloves,Clothing,#000000,#FFFFFF,CLO,GLO,4,9
468,"Full-Finger Gloves, S",15.67,Black,Gloves,Clothing,#000000,#FFFFFF,CLO,GLO,4,9
469,"Full-Finger Gloves, M",15.67,Black,Gloves,Clothing,#000000,#FFFFFF,CLO,GLO,4,9
470,"Full-Finger Gloves, L",15.67,Black,Gloves,Clothing,#000000,#FFFFFF,CLO,GLO,4,9
474,"Women's Mountain Shorts, S",26.18,Black,Shorts,Clothing,#000000,#FFFFFF,CLO,SHO,4,7
475,"Women's Mountain Shorts, M",26.18,Black,Shorts,Clothing,#000000,#FFFFFF,CLO,SHO,4,7
476,"Women's Mountain Shorts, L",26.18,Black,Shorts,Clothing,#000000,#FFFFFF,CLO,SHO,4,7
556,LL Crankset,77.92,Black,Cranksets,Components,#000000,#FFFFFF,COM,CRA,1,10
557,ML Crankset,113.88,Black,Cranksets,Components,#000000,#FFFFFF,COM,CRA,1,10
558,HL Crankset,179.82,Black,Cranksets,Components,#000000,#FFFFFF,COM,CRA,1,10
212,"Sport-100 Helmet, Red",12.03,Red,Helmets,Accessories,#FF0000,#FFFFFF,ACC,HEL,2,2
213,"Sport-100 Helmet, Red",13.88,Red,Helmets,Accessories,#FF0000,#FFFFFF,ACC,HEL,2,2
214,"Sport-100 Helmet, Red",13.09,Red,Helmets,Accessories,#FF0000,#FFFFFF,ACC,HEL,2,2
220,"Sport-100 Helmet, Blue",12.03,Blue,Helmets,Accessories,#0000FF,#FFFFFF,ACC,HEL,2,2
218,"Mountain Bike Socks, M",3.4,White,Socks,Clothing,#FFFFFF,#000000,CLO,SOC,4,11
219,"Mountain Bike Socks, L",3.4,White,Socks,Clothing,#FFFFFF,#000000,CLO,SOC,4,11
221,"Sport-100 Helmet, Blue",13.88,Blue,Helmets,Accessories,#0000FF,#FFFFFF,ACC,HEL,2,2
222,"Sport-100 Helmet, Blue",13.09,Blue,Helmets,Accessories,#0000FF,#FFFFFF,ACC,HEL,2,2
223,AWC Logo Cap,5.71,Multi,Caps,Clothing,#BC8F8F,#000000,CLO,CAP,4,12
224,AWC Logo Cap,5.23,Multi,Caps,Clothing,#BC8F8F,#000000,CLO,CAP,4,12
225,AWC Logo Cap,6.92,Multi,Caps,Clothing,#BC8F8F,#000000,CLO,CAP,4,12
226,"Long-Sleeve Logo Jersey, S",31.72,Multi,Jerseys,Clothing,#BC8F8F,#000000,CLO,JER,4,13
227,"Long-Sleeve Logo Jersey, S",29.08,Multi,Jerseys,Clothing,#BC8F8F,#000000,CLO,JER,4,13
228,"Long-Sleeve Logo Jersey, S",38.49,Multi,Jerseys,Clothing,#BC8F8F,#000000,CLO,JER,4,13
229,"Long-Sleeve Logo Jersey, M",31.72,Multi,Jerseys,Clothing,#BC8F8F,#000000,CLO,JER,4,13
230,"Long-Sleeve Logo Jersey, M",29.08,Multi,Jerseys,Clothing,#BC8F8F,#000000,CLO,JER,4,13
231,"Long-Sleeve Logo Jersey, M",38.49,Multi,Jerseys,Clothing,#BC8F8F,#000000,CLO,JER,4,13
232,"Long-Sleeve Logo Jersey, L",31.72,Multi,Jerseys,Clothing,#BC8F8F,#000000,CLO,JER,4,13
233,"Long-Sleeve Logo Jersey, L",29.08,Multi,Jerseys,Clothing,#BC8F8F,#000000,CLO,JER,4,13
234,"Long-Sleeve Logo Jersey, L",38.49,Multi,Jerseys,Clothing,#BC8F8F,#000000,CLO,JER,4,13
235,"Long-Sleeve Logo Jersey, XL",31.72,Multi,Jerseys,Clothing,#BC8F8F,#000000,CLO,JER,4,13
236,"Long-Sleeve Logo Jersey, XL",29.08,Multi,Jerseys,Clothing,#BC8F8F,#000000,CLO,JER,4,13
237,"Long-Sleeve Logo Jersey, XL",38.49,Multi,Jerseys,Clothing,#BC8F8F,#000000,CLO,JER,4,13
391,LL Fork,65.81,NA,Forks,Components,#DCDCDC,#000000,COM,FOR,1,14
392,ML Fork,77.92,NA,Forks,Components,#DCDCDC,#000000,COM,FOR,1,14
393,HL Fork,101.89,NA,Forks,Components,#DCDCDC,#000000,COM,FOR,1,14
394,LL Headset,15.18,NA,Headsets,Components,#DCDCDC,#000000,COM,HEA,1,15
395,ML Headset,45.42,NA,Headsets,Components,#DCDCDC,#000000,COM,HEA,1,15
396,HL Headset,55.38,NA,Headsets,Components,#DCDCDC,#000000,COM,HEA,1,15
397,LL Mountain Handlebars,17.98,NA,Handlebars,Components,#DCDCDC,#000000,COM,HAN,1,16
398,LL Mountain Handlebars,19.78,NA,Handlebars,Components,#DCDCDC,#000000,COM,HAN,1,16
399,ML Mountain Handlebars,24.99,NA,Handlebars,Components,#DCDCDC,#000000,COM,HAN,1,16
400,ML Mountain Handlebars,27.49,NA,Handlebars,Components,#DCDCDC,#000000,COM,HAN,1,16
401,HL Mountain Handlebars,48.55,NA,Handlebars,Components,#DCDCDC,#000000,COM,HAN,1,16
402,HL Mountain Handlebars,53.4,NA,Handlebars,Components,#DCDCDC,#000000,COM,HAN,1,16
403,LL Road Handlebars,17.98,NA,Handlebars,Components,#DCDCDC,#000000,COM,HAN,1,16
404,LL Road Handlebars,19.78,NA,Handlebars,Components,#DCDCDC,#000000,COM,HAN,1,16
405,ML Road Handlebars,24.99,NA,Handlebars,Components,#DCDCDC,#000000,COM,HAN,1,16
406,ML Road Handlebars,27.49,NA,Handlebars,Components,#DCDCDC,#000000,COM,HAN,1,16
407,HL Road Handlebars,48.55,NA,Handlebars,Components,#DCDCDC,#000000,COM,HAN,1,16
408,HL Road Handlebars,53.4,NA,Handlebars,Components,#DCDCDC,#000000,COM,HAN,1,16
446,"Touring-Panniers, Large",51.56,Grey,Panniers,Accessories,#808080,#FFFFFF,ACC,PAN,2,17
447,Cable Lock,10.31,NA,Locks,Accessories,#DCDCDC,#000000,ACC,LOC,2,18
448,Minipump,8.25,NA,Pumps,Accessories,#DCDCDC,#000000,ACC,PUM,2,19
449,Mountain Pump,10.31,NA,Pumps,Accessories,#DCDCDC,#000000,ACC,PUM,2,19
450,Taillights - Battery-Powered,5.77,NA,Lights,Accessories,#DCDCDC,#000000,ACC,LIG,2,20
451,Headlights - Dual-Beam,14.43,NA,Lights,Accessories,#DCDCDC,#000000,ACC,LIG,2,20
452,Headlights - Weatherproof,18.56,NA,Lights,Accessories,#DCDCDC,#000000,ACC,LIG,2,20
459,"Men's Bib-Shorts, S",37.12,Multi,Bib-Shorts,Clothing,#BC8F8F,#000000,CLO,BIB,4,21
460,"Men's Bib-Shorts, M",37.12,Multi,Bib-Shorts,Clothing,#BC8F8F,#000000,CLO,BIB,4,21
461,"Men's Bib-Shorts, L",37.12,Multi,Bib-Shorts,Clothing,#BC8F8F,#000000,CLO,BIB,4,21
471,"Classic Vest, S",23.75,Blue,Vests,Clothing,#0000FF,#FFFFFF,CLO,VES,4,22
472,"Classic Vest, M",23.75,Blue,Vests,Clothing,#0000FF,#FFFFFF,CLO,VES,4,22
473,"Classic Vest, L",23.75,Blue,Vests,Clothing,#0000FF,#FFFFFF,CLO,VES,4,22
477,Water Bottle - 30 oz.,1.87,NA,Bottles and Cages,Accessories,#DCDCDC,#000000,ACC,BOT,2,23
478,Mountain Bottle Cage,3.74,NA,Bottles and Cages,Accessories,#DCDCDC,#000000,ACC,BOT,2,23
479,Road Bottle Cage,3.36,NA,Bottles and Cages,Accessories,#DCDCDC,#000000,ACC,BOT,2,23
480,Patch Kit/8 Patches,0.86,NA,Tires and Tubes,Accessories,#DCDCDC,#000000,ACC,TIR,2,24
481,"Racing Socks, M",3.36,White,Socks,Clothing,#FFFFFF,#000000,CLO,SOC,4,11
482,"Racing Socks, L",3.36,White,Socks,Clothing,#FFFFFF,#000000,CLO,SOC,4,11
483,Hitch Rack - 4-Bike,44.88,NA,Bike Racks,Accessories,#DCDCDC,#000000,ACC,BIK,2,25
484,Bike Wash - Dissolver,2.97,NA,Cleaners,Accessories,#DCDCDC,#000000,ACC,CLE,2,26
485,Fender Set - Mountain,8.22,NA,Fenders,Accessories,#DCDCDC,#000000,ACC,FEN,2,27
486,All-Purpose Bike Stand,59.47,NA,Bike Stands,Accessories,#DCDCDC,#000000,ACC,BIK,2,28
487,Hydration Pack - 70 oz.,20.57,Silver,Hydration Packs,Accessories,#C0C0C0,#000000,ACC,HYD,2,29
488,"Short-Sleeve Classic Jersey, S",41.57,Yellow,Jerseys,Clothing,#FFFF00,#000000,CLO,JER,4,13
489,"Short-Sleeve Classic Jersey, M",41.57,Yellow,Jerseys,Clothing,#FFFF00,#000000,CLO,JER,4,13
490,"Short-Sleeve Classic Jersey, L",41.57,Yellow,Jerseys,Clothing,#FFFF00,#000000,CLO,JER,4,13
491,"Short-Sleeve Classic Jersey, XL",41.57,Yellow,Jerseys,Clothing,#FFFF00,#000000,CLO,JER,4,13
492,"HL Touring Frame - Yellow, 60",601.74,Yellow,Touring Frames,Components,#FFFF00,#000000,COM,TOU,1,30
493,"LL Touring Frame - Yellow, 62",199.85,Yellow,Touring Frames,Components,#FFFF00,#000000,COM,TOU,1,30
494,"HL Touring Frame - Yellow, 46",601.74,Yellow,Touring Frames,Components,#FFFF00,#000000,COM,TOU,1,30
495,"HL Touring Frame - Yellow, 50",601.74,Yellow,Touring Frames,Components,#FFFF00,#000000,COM,TOU,1,30
496,"HL Touring Frame - Yellow, 54",601.74,Yellow,Touring Frames,Components,#FFFF00,#000000,COM,TOU,1,30
497,"HL Touring Frame - Blue, 46",601.74,Blue,Touring Frames,Components,#0000FF,#FFFFFF,COM,TOU,1,30
498,"HL Touring Frame - Blue, 50",601.74,Blue,Touring Frames,Components,#0000FF,#FFFFFF,COM,TOU,1,30
499,"HL Touring Frame - Blue, 54",601.74,Blue,Touring Frames,Components,#0000FF,#FFFFFF,COM,TOU,1,30
500,"HL Touring Frame - Blue, 60",601.74,Blue,Touring Frames,Components,#0000FF,#FFFFFF,COM,TOU,1,30
501,Rear Derailleur,53.93,Silver,Derailleurs,Components,#C0C0C0,#000000,COM,DER,1,31
502,"LL Touring Frame - Blue, 50",199.85,Blue,Touring Frames,Components,#0000FF,#FFFFFF,COM,TOU,1,30
503,"LL Touring Frame - Blue, 54",199.85,Blue,Touring Frames,Components,#0000FF,#FFFFFF,COM,TOU,1,30
504,"LL Touring Frame - Blue, 58",199.85,Blue,Touring Frames,Components,#0000FF,#FFFFFF,COM,TOU,1,30
505,"LL Touring Frame - Blue, 62",199.85,Blue,Touring Frames,Components,#0000FF,#FFFFFF,COM,TOU,1,30
506,"LL Touring Frame - Yellow, 44",199.85,Yellow,Touring Frames,Components,#FFFF00,#000000,COM,TOU,1,30
507,"LL Touring Frame - Yellow, 50",199.85,Yellow,Touring Frames,Components,#FFFF00,#000000,COM,TOU,1,30
508,"LL Touring Frame - Yellow, 54",199.85,Yellow,Touring Frames,Components,#FFFF00,#000000,COM,TOU,1,30
509,"LL Touring Frame - Yellow, 58",199.85,Yellow,Touring Frames,Components,#FFFF00,#000000,COM,TOU,1,30
510,"LL Touring Frame - Blue, 44",199.85,Blue,Touring Frames,Components,#0000FF,#FFFFFF,COM,TOU,1,30
514,Rear Brakes,47.29,Silver,Brakes,Components,#C0C0C0,#000000,COM,BRA,1,32
515,LL Mountain Seat/Saddle,12.04,NA,Saddles,Components,#DCDCDC,#000000,COM,SAD,1,33
516,ML Mountain Seat/Saddle,17.38,NA,Saddles,Components,#DCDCDC,#000000,COM,SAD,1,33
517,HL Mountain Seat/Saddle,23.37,NA,Saddles,Components,#DCDCDC,#000000,COM,SAD,1,33
518,LL Road Seat/Saddle,12.04,NA,Saddles,Components,#DCDCDC,#000000,COM,SAD,1,33
519,ML Road Seat/Saddle,17.38,NA,Saddles,Components,#DCDCDC,#000000,COM,SAD,1,33
520,HL Road Seat/Saddle,23.37,NA,Saddles,Components,#DCDCDC,#000000,COM,SAD,1,33
521,LL Touring Seat/Saddle,12.04,NA,Saddles,Components,#DCDCDC,#000000,COM,SAD,1,33
522,ML Touring Seat/Saddle,17.38,NA,Saddles,Components,#DCDCDC,#000000,COM,SAD,1,33
523,HL Touring Seat/Saddle,23.37,NA,Saddles,Components,#DCDCDC,#000000,COM,SAD,1,33
528,Mountain Tire Tube,1.87,NA,Tires and Tubes,Accessories,#DCDCDC,#000000,ACC,TIR,2,24
529,Road Tire Tube,1.49,NA,Tires and Tubes,Accessories,#DCDCDC,#000000,ACC,TIR,2,24
530,Touring Tire Tube,1.87,NA,Tires and Tubes,Accessories,#DCDCDC,#000000,ACC,TIR,2,24
535,LL Mountain Tire,9.35,NA,Tires and Tubes,Accessories,#DCDCDC,#000000,ACC,TIR,2,24
536,ML Mountain Tire,11.22,NA,Tires and Tubes,Accessories,#DCDCDC,#000000,ACC,TIR,2,24
537,HL Mountain Tire,13.09,NA,Tires and Tubes,Accessories,#DCDCDC,#000000,ACC,TIR,2,24
538,LL Road Tire,8.04,NA,Tires and Tubes,Accessories,#DCDCDC,#000000,ACC,TIR,2,24
539,ML Road Tire,9.35,NA,Tires and Tubes,Accessories,#DCDCDC,#000000,ACC,TIR,2,24
540,HL Road Tire,12.19,NA,Tires and Tubes,Accessories,#DCDCDC,#000000,ACC,TIR,2,24
541,Touring Tire,10.84,NA,Tires and Tubes,Accessories,#DCDCDC,#000000,ACC,TIR,2,24
542,LL Mountain Pedal,17.98,Silver/Black,Pedals,Components,#696969,#FFFFFF,COM,PED,1,34
543,ML Mountain Pedal,27.57,Silver/Black,Pedals,Components,#696969,#FFFFFF,COM,PED,1,34
544,HL Mountain Pedal,35.96,Silver/Black,Pedals,Components,#696969,#FFFFFF,COM,PED,1,34
545,LL Road Pedal,17.98,Silver/Black,Pedals,Components,#696969,#FFFFFF,COM,PED,1,34
546,ML Road Pedal,27.57,Silver/Black,Pedals,Components,#696969,#FFFFFF,COM,PED,1,34
547,HL Road Pedal,35.96,Silver/Black,Pedals,Components,#696969,#FFFFFF,COM,PED,1,34
548,Touring Pedal,35.96,Silver/Black,Pedals,Components,#696969,#FFFFFF,COM,PED,1,34
552,Front Derailleur,40.62,Silver,Derailleurs,Components,#C0C0C0,#000000,COM,DER,1,31
553,LL Touring Handlebars,20.46,NA,Handlebars,Components,#DCDCDC,#000000,COM,HAN,1,16
554,HL Touring Handlebars,40.66,NA,Handlebars,Components,#DCDCDC,#000000,COM,HAN,1,16
555,Front Brakes,47.29,Silver,Brakes,Components,#C0C0C0,#000000,COM,BRA,1,32
559,Chain,8.99,Silver,Chains,Components,#C0C0C0,#000000,COM,CHA,1,35
560,"Touring-2000 Blue, 60",755.15,Blue,Touring Bikes,Bikes,#0000FF,#FFFFFF,BIK,TOU,3,36
561,"Touring-1000 Yellow, 46",1481.94,Yellow,Touring Bikes,Bikes,#FFFF00,#000000,BIK,TOU,3,36
562,"Touring-1000 Yellow, 50",1481.94,Yellow,Touring Bikes,Bikes,#FFFF00,#000000,BIK,TOU,3,36
563,"Touring-1000 Yellow, 54",1481.94,Yellow,Touring Bikes,Bikes,#FFFF00,#000000,BIK,TOU,3,36
564,"Touring-1000 Yellow, 60",1481.94,Yellow,Touring Bikes,Bikes,#FFFF00,#000000,BIK,TOU,3,36
565,"Touring-3000 Blue, 54",461.44,Blue,Touring Bikes,Bikes,#0000FF,#FFFFFF,BIK,TOU,3,36
566,"Touring-3000 Blue, 58",461.44,Blue,Touring Bikes,Bikes,#0000FF,#FFFFFF,BIK,TOU,3,36
567,"Touring-3000 Blue, 62",461.44,Blue,Touring Bikes,Bikes,#0000FF,#FFFFFF,BIK,TOU,3,36
568,"Touring-3000 Yellow, 44",461.44,Yellow,Touring Bikes,Bikes,#FFFF00,#000000,BIK,TOU,3,36
569,"Touring-3000 Yellow, 50",461.44,Yellow,Touring Bikes,Bikes,#FFFF00,#000000,BIK,TOU,3,36
570,"Touring-3000 Yellow, 54",461.44,Yellow,Touring Bikes,Bikes,#FFFF00,#000000,BIK,TOU,3,36
571,"Touring-3000 Yellow, 58",461.44,Yellow,Touring Bikes,Bikes,#FFFF00,#000000,BIK,TOU,3,36
572,"Touring-3000 Yellow, 62",461.44,Yellow,Touring Bikes,Bikes,#FFFF00,#000000,BIK,TOU,3,36
573,"Touring-1000 Blue, 46",1481.94,Blue,Touring Bikes,Bikes,#0000FF,#FFFFFF,BIK,TOU,3,36
574,"Touring-1000 Blue, 50",1481.94,Blue,Touring Bikes,Bikes,#0000FF,#FFFFFF,BIK,TOU,3,36
575,"Touring-1000 Blue, 54",1481.94,Blue,Touring Bikes,Bikes,#0000FF,#FFFFFF,BIK,TOU,3,36
576,"Touring-1000 Blue, 60",1481.94,Blue,Touring Bikes,Bikes,#0000FF,#FFFFFF,BIK,TOU,3,36
577,"Touring-2000 Blue, 46",755.15,Blue,Touring Bikes,Bikes,#0000FF,#FFFFFF,BIK,TOU,3,36
578,"Touring-2000 Blue, 50",755.15,Blue,Touring Bikes,Bikes,#0000FF,#FFFFFF,BIK,TOU,3,36
579,"Touring-2000 Blue, 54",755.15,Blue,Touring Bikes,Bikes,#0000FF,#FFFFFF,BIK,TOU,3,36
585,"Touring-3000 Blue, 44",461.44,Blue,Touring Bikes,Bikes,#0000FF,#FFFFFF,BIK,TOU,3,36
586,"Touring-3000 Blue, 50",461.44,Blue,Touring Bikes,Bikes,#0000FF,#FFFFFF,BIK,TOU,3,36
601,LL Bottom Bracket,23.97,NA,Bottom Brackets,Components,#DCDCDC,#000000,COM,BOT,1,37
602,ML Bottom Bracket,44.95,NA,Bottom Brackets,Components,#DCDCDC,#000000,COM,BOT,1,37
603,HL Bottom Bracket,53.94,NA,Bottom Brackets,Components,#DCDCDC,#000000,COM,BOT,1,37
